"age" "height" "weight" "pulse" "drink" "edu" "fitbit" "bike" "eval" "coach" "lost"
45 71 187 46 y y y y n y y
44 76 258 58 n y n n n y y
48 68 195 48 n n y n n n n
54 65 179 55 y y y y n n n
45 69 186 63 y n n y y n n
45 66 142 55 y n y n n y n
55 65 159 44 y n n y n n y
42 69 178 69 y y n n n n n
52 61 155 53 y y n n n n n
36 70 176 50 y n n n n n n
50 72 206 49 n y n y n n y
39 72 246 82 n y n y n n n
45 67 154 70 n y y n n y y
41 72 216 62 n n y y n y n
49 76 245 75 y n n n y n y
47 68 165 70 y n n n n y n
50 63 143 54 n y n n n y n
49 68 212 62 n y y y n y n
48 75 254 77 y y n n y n n
58 76 233 55 y n n n n n n
48 67 144 57 n n n y y y n
39 70 180 53 n y n n n n n
35 67 155 52 y y n y n n y
35 68 184 55 n y n y n n y
50 75 212 52 y y n y n n y
54 71 191 75 n y y n n y y
67 68 194 51 y y n n n n n
60 64 179 69 y y n y y n y
37 71 230 75 y y n y n y n
37 69 166 62 n y n y n n y
35 71 183 71 y y y n n n y
40 71 139 57 y n n n y y y
41 65 154 65 y n n n n n n
34 68 129 61 y y n y y n n
45 72 144 59 n n n n n n n
47 68 133 54 n n n n n y n
52 72 198 66 y y y n n y y
31 61 106 60 y y n y n n n
40 61 145 44 y y n y n n n
46 64 145 65 y y n n y n n
33 75 181 60 n y n n y n n
39 66 186 53 n y y y n n n
53 67 198 46 y n y n y y y
47 74 244 70 n y y y y n y
46 61 143 84 n n n n n n y
47 72 197 69 n y y n n n y
47 68 139 63 y n n y y n n
39 71 233 67 y n n n y n y
45 68 171 70 n y n n n n n
55 68 137 59 n n y n n y n
43 71 220 51 y y n y n n n
39 66 204 55 n y n n n y y
36 67 155 70 y y n n n n n
47 67 192 63 n n n n n n n
33 72 183 63 y n y n n n y
42 68 161 49 y y n y y y y
40 74 207 70 y y y n n y y
49 73 161 57 y y y y n n n
40 67 206 78 y y n n y n y
42 67 201 64 n y n n y y y
52 70 192 64 n y y n n n y
36 63 165 50 y y n y n n n
47 69 137 51 n y n n n n n
46 68 159 54 n y n n n y n
53 64 148 72 n y n n n n n
50 74 253 77 n y n n n y n
41 68 181 72 n n n n n n n
40 68 214 69 n y n n y n y
49 61 140 66 n y y n y n y
48 67 168 47 y y n y n n y
38 70 162 51 y y n n y n n
47 68 173 44 n n n y n n y
45 69 183 60 n y n y y n n
46 68 218 72 n y n n y n y
52 75 202 50 y n y n n n n
45 78 286 63 n y n n y y n
43 68 184 55 y n n y n n y
46 72 237 51 y y n n n n n
53 68 211 54 y n y n n y y
47 61 158 54 y y n n n y y
45 72 238 76 y n n n y y y
47 68 207 44 y n n n n y y
44 66 158 64 n y n n n n n
32 62 102 62 n n n n y n n
57 70 204 50 y n n n n n n
45 66 197 70 n n n n n n y
34 70 172 43 n y n y n n n
35 67 203 63 n n y y n n n
46 66 189 76 y y n n y n n
49 68 199 76 y y n n y y y
43 65 128 58 y y y y n y n
44 67 159 55 y y y n n n n
42 67 209 66 n n n n n n n
49 72 152 71 n y y n n n n
39 70 188 51 n y n n n n n
43 67 175 66 y n y n n n y
57 70 226 49 n n n n n y y
36 68 185 79 y y y n n n y
45 68 144 65 n n n n n n n
45 66 181 71 n n n n n n n
30 60 158 59 y y n y n n n
37 68 192 72 n n n n n n n
48 63 169 77 y y n n n n n
37 68 182 61 y n y y y y n
45 67 195 45 y y y n n n n
51 69 157 59 n n y n n y n
38 61 160 49 n y n n n n y
37 68 217 45 n y n n n n y
41 72 242 58 n n n n n n n
56 67 204 71 n y n n n y n
42 73 148 60 y y y n y y n
30 69 167 69 y y y n y n y
49 61 140 42 y n n y n n y
48 68 168 73 n y n n n n n
42 64 139 57 y y n y n y y
45 67 163 62 y y n y y y n
45 72 147 58 n y y n y n n
43 67 160 73 y n n n y y y
54 76 254 67 y n n y y y n
39 70 223 70 y y n n n y n
59 66 160 59 y y y n n n n
52 65 145 51 n y n n n n n
48 64 191 63 y y n n n y n
44 62 163 44 n y n n n n n
57 69 225 61 n n y y y y n
57 67 155 48 y n n n n n n
49 66 151 53 n y y n n n n
42 63 180 56 n n y n n y y
55 68 172 44 n y n y n y y
44 68 185 49 n y n y n n y
41 59 156 50 n y n n n y y
48 71 151 67 n n n y n y n
36 68 210 65 n y n y n y n
52 72 186 70 y y n n n n n
35 71 183 58 n y n n n n n
53 65 157 46 n y n n n n n
37 68 193 54 y y n y n y y
37 72 231 52 y y n y y n n
47 70 226 45 n n n n y n n
46 68 183 69 y y y y y y n
34 73 239 60 n y y y n n n
49 71 221 56 y y n n n y y
53 72 245 50 y y y y n y y
42 63 140 65 n n y n n n y
48 69 172 49 n n n n n n n
39 75 250 67 y y y n n n n
62 68 173 53 y y n n y n n
49 69 174 67 y y y y n n y
53 68 130 50 y n y n y n n
38 71 154 54 n y n n n n n
43 75 196 70 y y n n n n n
50 68 199 62 y y n y y n y
45 65 163 72 y n y n y n y
42 70 216 62 y y n y n y n
46 71 203 56 y n n n n n n
40 64 114 67 y y n n y y n
51 63 183 49 y y n n y n n
52 69 200 67 n n n n n n n
43 74 249 63 n y y n y y y
45 68 163 69 y y y n y n y
41 64 116 58 y n y n y n n
38 71 193 49 n y n y n n y
45 64 143 54 y y y y n n n
47 73 231 69 y y n y n y n
43 69 204 75 n y n n y n y
45 64 139 60 y y y n n n n
55 68 184 73 n y n n n n n
42 62 166 49 y y n n n y y
37 62 115 55 n n n y n n y
50 67 192 54 y n y n n n n
39 69 212 60 y n n n n n n
55 68 164 53 n y n y n y y
31 66 184 50 y y n n n y y
44 72 166 51 n y y n y y n
46 72 209 47 n n n n y n n
40 76 253 60 y y n n y n y
51 72 218 70 y y n n y n y
45 68 203 67 y y y y y n y
60 68 217 58 y y n n n y y
43 68 205 51 y y y n n n n
47 60 131 61 n y n n n y n
46 70 227 47 y y n y n n y
45 71 157 68 y y n y n y n
51 73 215 48 n y n n n n n
36 63 142 60 n y n y y n n
38 66 194 73 n y n n y y y
54 73 200 81 y y n n y n n
50 63 167 60 n y n n n n n
33 64 188 53 n y n n n n n
51 67 154 62 y y n n y n n
35 60 150 61 y y n n n n n
44 70 208 50 n y n n n y y
44 63 169 45 y n y y n n n
29 68 207 68 n n y n n n n
36 68 128 70 y y n n n n n
40 68 172 64 n n n n n n n
48 73 229 72 y y y n y y y
54 64 179 48 y y n y n y y
48 72 206 61 n y n y n n n
34 72 234 70 y y n n y y n
52 74 243 73 y n y n y n y
53 68 161 75 n y y y n n n
54 65 197 68 y n y y y n n
47 66 129 60 n y n y n y n
36 64 181 55 n y n n n n n
41 68 194 56 n n n n n n n
30 69 222 50 n y n y n y y
49 66 189 65 n y n n n n n
27 65 146 73 y n y n n n n
39 64 153 80 n n y y y n y
56 65 184 53 n y n n n y y
59 71 140 55 y y y n y n n
46 66 129 60 n y n n n y n
40 61 167 69 y y n y n n n
64 69 190 67 n y n n n n n
45 66 156 57 y y n n n n n
45 69 210 67 y n y n y y y
54 62 162 68 y n n n y y y
42 64 175 54 y y n n n n n
48 69 140 57 n y y y y n n
45 70 175 57 n y n n n n n
37 72 198 41 y n n n y n n
46 72 182 48 n y n y n n y
49 67 205 52 y n y n n y y
47 69 173 50 n y n n n n n
30 73 208 69 n n y y n y y
57 73 207 46 y n n n y n n
42 65 149 50 n n n y n n y
54 64 180 71 n y n n y n n
38 64 160 66 y y n y n y n
45 70 230 43 y y y n n y y
47 56 136 75 n y y n n n n
40 76 218 46 y n y y n n y
58 65 190 69 n y y n n n y
59 77 166 63 y y n y y n n
41 66 164 73 n y y n n n n
37 65 166 46 y y y y n n n
41 73 214 71 n n y n n y n
46 65 198 68 y n n n y n y
36 73 227 53 y y n n n n n
49 67 144 77 n y y n y n y
43 68 192 81 y n y n n n y
53 74 243 52 y n n n n n n
49 70 221 49 y y y n y n n
27 67 203 71 n y n y y y n
38 66 185 49 y y y y n y y
64 71 188 73 n n n n n n n
46 69 217 53 n y n n n n n
50 65 135 55 y n n n n n n
45 64 159 46 y y n n n y y
49 68 191 83 n y y y y n y
49 72 204 46 n n n n n n n
63 74 217 52 n n n n n n y
47 67 132 51 y y n y n y y
54 70 217 50 y n y n n n n
35 66 165 65 n n y n n n y
61 67 155 66 y n y n n y y
46 72 243 64 n y n y n n n
53 68 206 48 n y n n n n n
45 65 148 78 n y n n n y n
36 69 130 66 n n y n n n n
57 57 146 68 y y y n n y n
47 64 151 47 n y n n n n n
51 63 172 53 y y n n n y y
41 68 168 79 y y n n y n y
53 65 180 65 y y y y y n y
47 63 148 62 y y y n n n y
40 72 219 58 y y y n y y n
56 71 214 46 y y n n n y y
49 67 166 44 n y n n n n n
50 72 186 58 y n n y n y y
42 66 190 72 n n n n n n n
52 62 167 54 y y n y n y y
30 71 236 61 n y n n n n y
48 61 145 74 n n n n n y n
46 64 139 72 y y y n y n n
49 66 204 53 y y n n n y y
50 66 142 65 n y n n n n n
43 68 165 54 n y n n n n n
50 64 150 47 n n y n n n n
45 63 181 70 n n n y y n y
42 64 155 44 n y n y n n y
44 70 189 69 n y y n n n y
35 63 170 53 y y n n n y y
34 67 155 72 n n n y n n n
35 59 157 76 n n n y n n n
44 72 185 70 n y y n n n y
44 63 183 46 n y n n n n n
41 69 211 51 y y n y y n n
41 72 167 60 y y n y y n n
35 68 161 76 y y y y n n y
45 65 151 70 y y n n n n n
38 63 176 69 y y y n n n n
52 66 155 48 n y y y n n y
45 68 193 72 n y y n y n y
36 72 190 64 y y n y n n n
46 65 148 48 y y n n n y n
44 75 243 70 y y n n y n y
53 68 130 57 n y y y y y n
47 69 208 70 n y n y n n n
53 68 217 47 y n n n n y y
43 67 209 57 n y n y n n n
60 68 169 60 y n n y y n n
41 74 200 44 y y n n n n y
39 73 194 69 y n n n n n n
32 71 213 50 n y n n n n n
52 61 146 48 y y n y y n y
55 78 289 53 n y n n n y y
45 71 231 71 y y y y n n n
49 59 106 47 y n y n n n n
37 66 169 65 n n n n n n n
49 74 179 47 y y n n n n n
44 65 179 59 n n n n n n n
40 73 197 52 n n y n y n n
35 61 143 60 y y n n n n n
48 68 175 66 y y y n n n y
55 61 129 50 y y y n n n n
51 68 198 53 n y y n n n n
55 70 211 61 y y n n y n y
48 67 187 74 y y n n n n n
47 71 212 61 y y n y y y n
47 70 161 54 y y n y n n y
50 75 221 48 n y y y n n y
45 66 161 46 n n y n n n n
47 72 193 68 y n n n y n n
42 69 186 50 n n n y n n y
45 64 129 66 n n y y n n y
49 67 178 49 n y y y y y y
47 73 237 47 n n n n n y y
40 70 172 73 y y n n y n n
42 64 191 66 n n n n n n n
37 69 182 50 y y n n y n n
43 67 179 60 y y n y n y y
46 70 228 64 y n n y n n n
47 63 176 71 n n y n n n n
51 73 177 61 y y n n n y n
30 75 239 50 y y n n n n n
56 64 122 57 n n n n y y n
33 71 188 76 n y y n y y y
52 70 175 41 n n n n n n n
56 66 154 47 n n y y n n y
47 73 191 66 y n y n n n y
35 69 167 72 n y y n n y y
48 68 197 78 y n y n y n y
41 66 138 62 y n n y n n n
43 68 200 73 y n y y y n y
49 71 180 60 y y y y y n y
41 64 124 55 n y y n n n n
45 60 166 69 n y n y y n y
56 75 223 50 y y y y n n y
44 64 174 66 n y n n n n n
37 70 183 71 y y n n n y n
45 68 196 56 n n y y y n n
36 70 205 50 y y n n n y y
32 65 158 71 y y n n n y n
60 67 173 50 n y n n n n n
51 64 173 53 n n y n n n n
62 74 207 50 n y n n n n n
43 69 223 58 n n y y n n n
53 63 185 71 n y n n y n y
39 70 216 68 y y y y n y n
43 73 155 60 n n n n y n n
45 66 204 50 y n n y n y y
46 67 208 50 n y n y n n n
48 67 194 67 n n n n y y y
53 70 176 65 y y n n n n n
45 71 179 70 y n y n n n y
32 66 181 63 n y y n n n y
27 68 202 51 y y n n n n n
30 68 196 59 n y y n n y y
48 72 200 51 y n n y y n y
45 68 169 55 n y n n n n n
45 65 176 51 y y n n n n n
49 71 219 70 n n y n n n n
51 69 224 59 y y y y y n n
47 67 122 58 n n y n n n n
47 65 147 48 n y n n y n n
45 68 174 48 n y y n y n n
43 69 177 50 n n n y n y y
40 71 217 73 y y n y y n y
49 67 165 71 y y n y y y n
47 65 182 50 n y y y n y y
27 74 215 67 y y n n y n n
58 68 197 45 y y n n n y y
56 58 144 50 n n n n y n n
41 68 164 48 n n n n y n n
45 69 207 59 y y n y y y n
46 75 211 75 n y n n n n n
31 72 208 41 n y n n n n n
53 72 220 70 n y y y y n n
32 67 188 62 n y n y n n n
40 68 181 73 y y y n n y y
48 67 203 42 y y y n n y y
51 64 154 53 n n n y n n y
65 75 252 74 y n n n n n y
45 68 141 60 y y y n n n y
45 69 178 50 y y y y n n y
48 63 137 50 n y y n n n y
60 68 174 49 n y n y n y y
52 70 194 73 y n y y n n y
41 66 201 51 y n n n n n n
43 70 140 76 n y n n y n n
52 66 152 71 y y y n n n y
44 75 249 57 n y n y n y y
39 70 139 65 n y n n n n n
49 68 193 49 n n n n n y y
56 64 122 50 n y y n n n n
47 65 165 72 y n n n n n n
39 67 155 63 y n n n n y n
44 68 162 65 n y y n y y n
45 66 204 69 y y n n y n y
49 68 213 67 y n n n n n n
45 66 204 50 y y n n n y y
44 61 126 70 y n n y n n n
40 69 138 66 n y n y y n n
36 69 175 60 n y n y y n n
50 60 127 54 n y n y n y y
57 72 157 68 y n y y n n n
37 65 177 54 n y n y n n n
47 67 158 45 n y n n n y y
51 67 194 50 n n n n n n n
43 68 170 44 y y n n y n n
36 68 176 56 y n y n n n n
33 64 172 71 y y n n y n n
41 68 206 70 y y n n y n y
38 71 194 47 n y n y n y y
46 71 238 62 y n n n n n n
37 72 180 45 y n n n n y n
52 73 208 58 n n n n n n n
65 71 147 69 n y y y n n n
59 71 223 49 y y y n y y y
47 66 157 70 y y n n y n n
46 62 109 59 y n y y n y n
41 68 174 48 n y n n n y n
52 60 156 50 y n n n n n n
44 66 168 57 n y y n n n n
55 68 135 54 n n n y y n n
52 64 126 61 n y n n n n n
39 59 147 58 n y n y n y y
34 66 187 45 n y y y n n n
36 65 151 68 n n y n n n y
46 73 226 48 n n n n y y y
53 68 193 71 y y n n y n y
39 66 150 67 y y n n n n n
57 63 182 67 y y n y n n n
38 73 159 61 n n y y n y n
47 69 218 48 y y n n n n n
51 66 157 58 n y n n n n y
51 69 177 73 y n y y n n y
58 65 168 67 n n n n n n n
48 68 214 45 y y n n n n n
45 71 217 76 y y n n y n y
48 71 234 49 n n n n n n n
53 60 103 66 n n y n y n n
34 73 247 68 n y y n n n n
36 62 172 53 y y n n n y n
54 72 190 49 y n y y n y y
36 64 144 58 n y n y n n y
50 69 174 76 y n n n n n y
43 66 180 69 n n n n n n n
38 64 187 55 n y n y n y y
39 68 170 73 n n n n y n n
69 68 134 75 n y y n n n y
52 73 236 80 y y n n n n y
39 69 201 49 n y n n y n n
54 65 191 58 n y n n n y n
30 70 177 48 y n n n n y y
42 68 162 74 y y y n n y n
49 69 187 47 n y n n y n y
46 77 230 50 y y n y n n n
47 72 186 53 n y n y y n y
39 75 239 67 n n n n n n n
43 68 205 68 y y n y y y y
43 67 132 57 y y y n y y n
66 72 229 67 n n n n n y n
45 68 199 61 y y n n n y n
35 68 146 60 n y n y n y n
41 69 165 50 y n y n n n n
52 65 116 53 n n n n y n n
23 68 182 50 n y n n n n y
36 65 122 60 n y n y y n n
51 67 157 71 y y y n n n y
46 70 218 72 y y y n n n y
35 71 147 64 n n n y n n n
53 66 182 66 n y n y n n n
43 61 163 72 n n n n y n y
36 65 150 72 n y n n n n n
35 70 147 80 n n y n y y y
30 64 148 38 n y n n n n y
52 71 238 67 n y n n n n n
36 69 198 42 n y n n y n y
50 72 152 73 n y n n n n n
43 65 177 59 n y n n n y y
40 67 205 57 y y n n n n n
31 70 193 70 n y y n n n y
45 66 149 48 n n y y n n y
32 67 211 68 y n n n y y y
47 70 196 43 y y y y n n y
41 63 181 72 y y n n y n y
53 65 174 71 y y y n n n n
48 71 163 73 n n y n n n y
43 66 172 65 n y y n y y y
37 66 166 53 y n n n n y n
47 70 206 78 n y n n n n n
58 73 232 67 y y y n n n n
38 69 180 51 y n y n n n n
45 68 174 50 y y n n n y n
53 61 109 58 y n n y n y n
43 76 257 46 y y n n n n n
45 69 132 48 n y n n n n n
45 70 216 58 y y n y n n n
29 72 179 56 n y y n y y n
46 65 135 65 n n n y y n n
45 65 120 69 n n y n n n y
41 68 173 49 n y n n n n n
46 63 140 77 y y y n n n y
53 71 195 69 y n n n n n n
28 73 210 51 n y n y n y y
49 56 107 57 n y y y n y n
45 64 174 51 y y y y y y y
42 60 138 68 n y y n n n y
54 54 95 65 n y n n n n n
44 68 205 45 y y n y n n n
50 72 205 47 n y n y n y y
45 70 210 73 y y n n n n y
42 76 273 48 y y n n n n n
41 73 235 73 n n n n y y y
40 66 180 70 n y y n y n y
41 72 181 66 y y y y n y y
40 70 212 49 n y n n y y y
54 68 162 64 n y y n n n y
50 75 199 68 y y y n n y y
40 66 153 68 n y y n n n n
50 66 201 64 y y y n y n n
39 68 126 58 n y y n y n n
36 62 147 45 y n y n y y y
43 71 237 62 y n n n n n n
52 65 181 69 y y y n n n n
44 66 165 60 y y y y n y n
46 68 178 56 n n y y n n y
44 70 210 68 n n n n n n n
39 76 231 50 n y n y n n y
48 70 216 50 y y n n n y y
48 77 210 61 n y n n n n n
50 66 173 67 y y n n n y n
58 67 194 71 n y n n n n n
52 68 167 67 y y n y n n n
39 75 218 72 n y n n n n n
49 71 197 67 n y n n n y n
42 71 228 70 n y n n y y y
51 71 194 50 n y n n y y n
45 69 151 55 n n y y y n n
36 71 178 74 y y n n n n n
50 63 183 66 y y n n y n n
47 70 191 70 y n y n n y y
31 71 191 73 n y y n n n y
56 71 174 64 y y n n n n n
36 68 165 50 y y n n n n n
32 68 180 54 y n n y n n y
28 69 218 70 n n n n y y y
49 68 194 55 y y n n n n n
43 68 192 49 n n n n n n y
39 67 125 61 n y n n y n n
46 68 133 67 y y y y n n n
37 64 180 74 n y y y n y n
45 69 133 52 n n n n n n n
40 68 195 70 n y n n y n y
32 61 172 64 n y n y n y n
46 74 253 81 y y y n n n y
50 70 149 62 n y y y n n n
56 66 166 63 y y y n y n y
31 69 199 76 n n n n y n y
33 71 238 68 y n n y n n n
38 67 122 55 n y n n n y y
51 71 143 60 y y y n y n n
51 63 114 61 n n n n y n n
50 70 194 76 y y y n n n y
52 57 98 52 y n n n n n n
29 66 131 61 n n y y y n n
52 68 174 55 y y n n n n n
45 70 176 46 n n y n n n n
45 69 170 58 y y y n n y y
46 63 154 64 n n y n y n y
40 72 184 64 n n n y n n y
42 69 155 66 y y n n y n n
32 63 147 49 n n n n n n n
49 68 202 70 n y n y y n y
36 69 152 58 n n y n n y n
45 68 207 50 n y n y n y y
50 68 192 70 n y n n n y n
45 62 148 71 y n y n n n y
48 68 130 60 y y n n n n n
44 68 206 75 n y n y y n n
56 68 191 75 n y y y n n n
54 64 155 69 y n y y n n n
31 60 98 60 n y n n n n n
47 75 248 55 y y n n n n n
48 63 185 60 n y y n n n y
43 71 213 41 n y n n n n n
44 66 196 41 n n n n n n y
37 63 151 46 y y n y n n y
30 64 187 68 y y y n n n n
43 69 186 76 n y y n y n y
38 71 219 66 y y y n y n n
36 75 159 59 n y y y y y n
43 68 175 66 y n y n n y y
35 69 180 51 y y n y y n y
34 74 249 69 y y n n y y y
52 69 218 68 y y y n y y n
44 67 146 53 y n n n n y n
43 66 197 70 n y n n y n y
41 71 158 59 n y y n y n y
41 69 210 65 y y n n y n y
45 69 173 70 y y y n n n y
50 74 159 82 n y y y n n y
60 69 187 50 y n n n n n n
37 72 193 70 n y n n n y n
47 66 186 74 n y n y y n y
38 72 235 76 y y n n n n y
48 73 162 64 y y y n n y n
42 68 171 68 y y n n n n n
52 68 133 60 y y n y n y n
46 72 197 46 y y n y n n n
63 64 172 76 n n n y y n n
48 69 170 75 n n n n n n n
34 68 166 77 y y y y n n y
40 72 221 75 n y y n y n y
43 68 207 47 n y y n n y y
42 79 231 69 y y n y n n n
42 69 142 62 y y n n y n n
43 71 235 51 n y n n n n n
37 71 182 54 y y n y y n n
55 65 165 78 n y n y n y n
45 68 164 53 n y n n n y n
38 69 141 65 y y n n n y n
45 64 148 67 n y y n n n y
44 67 170 69 y y y n n n y
45 68 207 70 y y y n n n n
35 63 183 66 n y n n n n n
36 75 248 64 y y y n n n n
37 68 169 65 y y n n y n n
40 67 154 62 n n y y n n y
47 68 147 45 n y y y n n n
58 69 213 51 n y y n n y y
40 62 157 52 n y y n n y y
43 67 167 73 n y y n n y y
44 69 166 41 y n n y n n y
44 68 195 43 y n y n y y y
47 73 249 63 n y n n y n y
35 65 137 56 n y n n y y n
46 70 224 47 n y n n n n n
53 69 150 56 y y n n n n n
42 73 201 63 y y n y n n n
46 70 224 53 y y n n n y n
51 67 160 56 y y y n n n n
40 69 216 62 n y n n n n n
43 65 190 69 n y y n n n n
45 74 210 75 y n y n y n y
52 72 148 48 n y y n n y n
53 77 220 55 y y y y n n y
43 66 167 50 y y n y n n y
44 67 141 68 y n n n y n n
37 65 187 69 y y y n y n n
52 68 207 53 y y n n n n y
26 69 151 64 y y n n n n y
50 69 175 72 y y n n n n n
50 65 180 61 n n y n y n n
56 69 154 41 y y n n y n n
44 66 186 53 n n y n n y y
43 67 177 51 n n n n y n y
47 68 182 51 n n n n n n n
43 67 132 44 n y n n n y y
51 69 216 50 n y n n n y n
39 65 185 54 n n n n n y y
38 70 179 61 n y n y n n y
49 68 159 46 y y n n n n n
46 78 244 49 y y n y n y y
50 66 155 70 y y n n n n n
53 66 156 50 y n n y n n y
43 74 252 72 y y n n y n y
45 67 140 68 y n n y y y y
34 61 139 80 n y n n n n n
49 71 238 52 n y n y n n n
57 72 217 54 y y n n n n n
53 69 221 65 y y n n y n y
57 65 187 70 n y n n n n n
44 64 155 50 n n n n n n n
47 66 183 66 y n n n n y n
57 67 209 71 y y n n y n y
48 67 193 55 y n y n y n n
53 68 140 65 n n n y n y n
51 72 236 46 n n n n n y y
58 74 190 41 n y n y y n y
58 66 195 70 n n n n n n n
49 68 129 64 n y n n y y n
37 66 153 67 y y n n n n n
38 71 155 66 n y y n n n n
53 72 231 68 n n n n n n n
40 68 179 48 n n n n y n n
35 72 238 42 y y n n n n n
38 68 152 76 y y n y n n n
55 66 131 54 n y n n n y n
45 71 234 57 n n n y y n n
41 63 136 67 n y y y n n y
50 67 163 50 n y n y n n n
34 69 172 66 n n n y n n n
55 73 228 56 n y n n n n n
50 68 211 54 n y n n n n n
58 68 192 71 n n n n y y n
35 60 123 51 n y n n y y n
45 69 141 60 y n n n y n n
51 72 168 64 n n n n y n n
45 72 190 53 y n n n n n n
27 69 165 70 n n n n y n n
39 70 197 52 n y n n n n n
53 73 150 53 n y n n n n n
51 67 204 73 y y y y y y y
37 71 184 46 y n n y y y y
44 65 160 57 n y n y n y y
51 67 201 67 n y n n y n y
55 68 164 74 y y n n n n n
53 69 182 74 n y n y n n n
39 68 169 54 y y n y n n y
47 67 196 59 n n y n y n y
47 68 182 68 n y y n n n y
42 67 202 56 n n y y n n n
44 71 232 51 n y n n n n n
53 74 201 53 y y n n y n n
42 63 134 69 y n n n n y n
47 67 126 59 y y n y y y n
50 64 150 52 n y n y n y n
45 65 174 44 y y n n n y y
57 70 231 71 y y n n n n n
50 68 164 45 n y n n n n n
45 69 170 69 n n y y n n y
50 67 208 59 n y n y y n y
40 71 183 54 y y n y n n y
35 71 195 72 y y n n y n y
59 65 177 51 n y n n n y y
52 62 160 42 y n y n n y y
46 76 262 73 n y y n n n n
53 63 143 56 y y n y y y y
36 66 165 47 n y y n n n n
46 76 223 62 y n n n n n n
40 65 153 47 y n n y n n y
36 66 165 46 n y n n n n n
45 68 169 69 n n y n n n y
45 65 123 57 n y n n y y n
41 76 228 47 n n n n n n n
43 68 161 68 y y n n n n n
39 62 147 71 n y y y n n y
51 68 197 52 n n n n y n y
43 74 256 53 n y y n n n n
39 59 132 40 y n n y n n y
33 69 146 59 y y y n n n n
55 62 105 51 n y y y y y n
39 71 231 66 n n y n y n y
42 62 170 62 y y n n y n y
33 71 223 55 n y n n n y n
52 66 193 50 y y y n y n n
50 59 158 65 y y n y y n n
36 60 105 74 n y y y n n y
42 67 193 78 n n n n n n y
67 71 192 75 y y y n n n n
39 68 180 70 n y y y n y y
42 63 146 43 y n y n y n y
37 69 185 66 y y n n n y n
42 70 214 68 n y y n n n n
45 70 220 44 n y n n n n n
40 69 151 60 y n n y y n n
42 61 173 56 y n n y n y y
48 68 209 50 y y n n n n n
34 68 131 59 y y n n n y n
54 67 186 64 y n y n n y y
44 70 210 41 n n n y y y y
53 65 178 71 y y n y n n n
60 65 151 70 n n n n y y y
56 68 192 43 n y n n n n n
52 68 211 65 y y y n y n y
48 63 167 61 n y n y n y n
44 71 221 69 y y n n y y y
41 62 131 67 y n y n n n y
34 62 174 53 y y n y n y y
60 62 140 74 n n y n n n y
47 71 181 75 y y n n n n n
42 65 191 49 n y y n y y n
57 69 209 72 n y n n n n n
48 65 158 63 n y y n n n y
47 68 171 51 y n n n n n n
42 66 200 56 y y n n n n n
46 69 217 65 y n n n n y y
48 66 155 71 y y n n y n n
39 66 184 46 y n n n n n n
49 69 220 67 n n n y y n y
76 68 217 65 n n n n n n n
49 62 148 46 y y y y n n y
58 60 113 57 n n n n n n n
31 61 137 72 n n n y n n n
47 68 159 66 y n n n n n y
42 72 233 43 y n n n y y y
52 71 220 53 n y n y n y y
56 71 147 39 y y n n n y y
43 59 142 70 y n y y y n y
41 68 179 75 n y n n n y n
54 68 196 71 y n n n y n y
51 68 183 46 n y n y y n y
41 68 168 73 n n n n n n n
41 63 172 44 n n n n n n n
42 70 170 71 y y n y n n n
47 70 221 50 y n n y y n n
53 65 192 60 n n y n n y n
45 68 172 53 y y n y n n y
50 71 217 48 y n y n y y y
44 68 169 77 y y n n n y n
38 70 230 54 y n n n n n n
46 71 229 42 y y n n n y y
52 72 243 78 y y n n n n n
45 65 179 54 y y y y n y y
28 68 142 57 n y y n n y n
41 60 136 71 y y y n n n y
38 70 217 47 y y n y n y n
42 65 160 51 y y n n y n n
47 68 172 75 n n y n n n y
59 66 171 65 y y n n n n n
44 67 146 65 y n y n n y n
36 73 235 60 n y n n n y n
44 73 198 67 n y y n n y n
42 68 202 52 n y n n n y y
41 68 180 71 n y n y n n n
45 66 149 73 n y n n y n y
47 66 119 62 n n y n n y n
50 62 179 40 y y n y y n n
47 65 182 67 y n y y n n y
42 67 167 47 n y y n n n n
53 63 136 70 y y n y n n n
48 62 173 62 n y n n n n n
44 66 193 55 n y n n y y y
59 68 178 53 n n n y n n y
59 68 196 66 n n n y y n y
38 65 186 58 y y n y n n n
43 65 182 55 y n y n n n n
55 70 230 50 y n n n n n y
49 67 173 47 n y n y y n y
39 68 178 72 n y n n y n n
42 71 191 48 n y n n n y n
38 66 198 50 y y y n n n n
55 69 168 44 n n n y n n y
38 71 190 57 y y n n y n n
45 68 160 52 n n n n n n n
58 66 200 70 y y y n y y y
45 75 262 77 n y n y y y n
45 70 135 50 y n n n n n n
43 69 215 46 n n n n n y y
54 66 128 70 n y n n n n n
43 69 183 70 y n n n n n n
52 70 204 41 y y n y n y n
36 72 240 61 n n y n n y n
46 78 229 81 n n y n n n y
36 61 111 53 y y y n y n n
38 67 177 47 y n n n n n y
52 66 194 78 n y n n n y n
49 63 168 44 n y n n y y y
38 71 217 44 n y n n y n n
49 67 156 71 y n y n n n n
50 63 175 50 n n n y n y y
51 69 182 75 y y n n n n y
49 68 139 48 y n y n n n n
43 68 174 57 y y n n n n n
48 68 195 68 y y n n n n n
45 72 150 57 n n y y n y n
50 72 154 64 n n y n n y n
38 73 223 65 n n n n y n y
